연도,월,채널,대분류,중분류,금액
2025,06,디지털,연금저축,연금/저축,4.9
2025,06,디지털,종신,목적종신,0.3
2025,06,디지털,종신,일반종신,0.1
2025,06,신채널,건강,순수형,0.9
2025,06,신채널,건강,특화형,0.2
2025,06,신채널,건강,환급형,0.7
2025,06,신채널,연금저축,연금/저축,0.8
2025,06,신채널,종신,목적종신,0.9
2025,06,신채널,종신,일반종신,0.3
2025,07,AFC,건강,순수형,1.0
2025,07,AFC,건강,특화형,0.1
2025,07,AFC,건강,환급형,0.7
2025,07,AFC,연금저축,연금/저축,1.0
2025,07,AFC,종신,목적종신,0.8
2025,07,AFC,종신,일반종신,0.3
2025,07,BA,건강,순수형,0.0
2025,07,BA,건강,특화형,0.0
2025,07,BA,건강,환급형,0.0
2025,07,BA,연금저축,연금/저축,24.6
2025,07,BA,종신,목적종신,0.0
2025,07,BA,종신,일반종신,0.0
2025,07,FC,건강,순수형,45.1
2025,07,FC,건강,특화형,6.7
2025,07,FC,건강,환급형,31.7
2025,07,FC,연금저축,연금/저축,2.0
2025,07,FC,종신,목적종신,39.5
2025,07,FC,종신,일반종신,13.9
2025,07,GA,건강,순수형,9.6
2025,07,GA,건강,특화형,1.4
2025,07,GA,건강,환급형,6.8
2025,07,GA,연금저축,연금/저축,2.0
2025,07,GA,종신,목적종신,8.4
2025,07,GA,종신,일반종신,3.0
2025,07,GFC,건강,순수형,9.0
2025,07,GFC,건강,특화형,1.3
2025,07,GFC,건강,환급형,6.4
2025,07,GFC,연금저축,연금/저축,2.0
2025,07,GFC,종신,목적종신,7.9
2025,07,GFC,종신,일반종신,2.8
2025,07,금융서비스,건강,순수형,1.9
2025,07,금융서비스,건강,특화형,0.3
2025,07,금융서비스,건강,환급형,1.3
2025,07,금융서비스,연금저축,연금/저축,2.0
2025,07,금융서비스,종신,목적종신,1.7
2025,07,금융서비스,종신,일반종신,0.6
2025,07,디지털,건강,순수형,0.3
2025,07,디지털,건강,특화형,0.1
2025,07,디지털,건강,환급형,0.2
2025,07,디지털,연금저축,연금/저축,4.9
2025,07,디지털,종신,목적종신,0.3
2025,07,디지털,종신,일반종신,0.1
2025,07,신채널,건강,순수형,1.0
2025,07,신채널,건강,특화형,0.2
2025,07,신채널,건강,환급형,0.7
2025,07,신채널,연금저축,연금/저축,0.8
2025,07,신채널,종신,목적종신,0.9
2025,07,신채널,종신,일반종신,0.2
2025,08,AFC,건강,순수형,0.9
2025,08,AFC,건강,특화형,0.1
2025,08,AFC,건강,환급형,0.7
2025,08,AFC,연금저축,연금/저축,0.9
2025,08,AFC,종신,목적종신,0.8
2025,08,AFC,종신,일반종신,0.3
2025,08,BA,건강,순수형,0.0
2025,08,BA,건강,특화형,0.0
2025,08,BA,건강,환급형,0.0
2025,08,BA,연금저축,연금/저축,23.7
2025,08,BA,종신,목적종신,0.0
2025,08,BA,종신,일반종신,0.0
2025,08,FC,건강,순수형,43.8
2025,08,FC,건강,특화형,6.5
2025,08,FC,건강,환급형,30.9
2025,08,FC,연금저축,연금/저축,1.9
2025,08,FC,종신,목적종신,37.6
2025,08,FC,종신,일반종신,13.2
2025,08,GA,건강,순수형,9.4
2025,08,GA,건강,특화형,1.4
2025,08,GA,건강,환급형,6.6
2025,08,GA,연금저축,연금/저축,1.9
2025,08,GA,종신,목적종신,8.0
2025,08,GA,종신,일반종신,2.8
2025,08,GFC,건강,순수형,8.8
2025,08,GFC,건강,특화형,1.3
2025,08,GFC,건강,환급형,6.2
2025,08,GFC,연금저축,연금/저축,1.9
2025,08,GFC,종신,목적종신,7.5
2025,08,GFC,종신,일반종신,2.6
2025,08,금융서비스,건강,순수형,1.8
2025,08,금융서비스,건강,특화형,0.3
2025,08,금융서비스,건강,환급형,1.3
2025,08,금융서비스,연금저축,연금/저축,1.9
2025,08,금융서비스,종신,목적종신,1.6
2025,08,금융서비스,종신,일반종신,0.6
2025,08,디지털,건강,순수형,0.3
2025,08,디지털,건강,특화형,0.0
2025,08,디지털,건강,환급형,0.2
2025,08,디지털,연금저축,연금/저축,4.7
2025,08,디지털,종신,목적종신,0.3
2025,08,디지털,종신,일반종신,0.1
2025,08,신채널,건강,순수형,1.0
2025,08,신채널,건강,특화형,0.2
2025,08,신채널,건강,환급형,0.6
2025,08,신채널,연금저축,연금/저축,1.0
2025,08,신채널,종신,목적종신,0.8
2025,08,신채널,종신,일반종신,0.3
2025,09,AFC,건강,순수형,1.0
2025,09,AFC,건강,특화형,0.1
2025,09,AFC,건강,환급형,0.7
2025,09,AFC,연금저축,연금/저축,1.0
2025,09,AFC,종신,목적종신,0.8
2025,09,AFC,종신,일반종신,0.3
2025,09,BA,건강,순수형,0.0
2025,09,BA,건강,특화형,0.0
2025,09,BA,건강,환급형,0.0
2025,09,BA,연금저축,연금/저축,24.9
2025,09,BA,종신,목적종신,0.0
2025,09,BA,종신,일반종신,0.0
2025,09,FC,건강,순수형,46.6
2025,09,FC,건강,특화형,6.9
2025,09,FC,건강,환급형,32.8
2025,09,FC,연금저축,연금/저축,2.0
2025,09,FC,종신,목적종신,39.1
2025,09,FC,종신,일반종신,13.7
2025,09,GA,건강,순수형,10.0
2025,09,GA,건강,특화형,1.5
2025,09,GA,건강,환급형,7.0
2025,09,GA,연금저축,연금/저축,2.0
2025,09,GA,종신,목적종신,8.4
2025,09,GA,종신,일반종신,2.9
2025,09,GFC,건강,순수형,9.3
2025,09,GFC,건강,특화형,1.4
2025,09,GFC,건강,환급형,6.6
2025,09,GFC,연금저축,연금/저축,2.0
2025,09,GFC,종신,목적종신,7.8
2025,09,GFC,종신,일반종신,2.8
2025,09,금융서비스,건강,순수형,2.0
2025,09,금융서비스,건강,특화형,0.3
2025,09,금융서비스,건강,환급형,1.4
2025,09,금융서비스,연금저축,연금/저축,2.0
2025,09,금융서비스,종신,목적종신,1.6
2025,09,금융서비스,종신,일반종신,0.6
2025,09,디지털,건강,순수형,0.4
2025,09,디지털,건강,특화형,0.1
2025,09,디지털,건강,환급형,0.2
2025,09,디지털,연금저축,연금/저축,5.0
2025,09,디지털,종신,목적종신,0.3
2025,09,디지털,종신,일반종신,0.1
2025,09,신채널,건강,순수형,0.9
2025,09,신채널,건강,특화형,0.1
2025,09,신채널,건강,환급형,0.7
2025,09,신채널,연금저축,연금/저축,1.0
2025,09,신채널,종신,목적종신,0.9
2025,09,신채널,종신,일반종신,0.3
2025,10,AFC,건강,순수형,1.0
2025,10,AFC,건강,특화형,0.1
2025,10,AFC,건강,환급형,0.7
2025,10,AFC,연금저축,연금/저축,1.0
2025,10,AFC,종신,목적종신,0.9
2025,10,AFC,종신,일반종신,0.3
2025,10,BA,건강,순수형,0.0
2025,10,BA,건강,특화형,0.0
2025,10,BA,건강,환급형,0.0
2025,10,BA,연금저축,연금/저축,25.8
2025,10,BA,종신,목적종신,0.0
2025,10,BA,종신,일반종신,0.0
2025,10,FC,건강,순수형,46.6
2025,10,FC,건강,특화형,6.9
2025,10,FC,건강,환급형,32.8
2025,10,FC,연금저축,연금/저축,2.1
2025,10,FC,종신,목적종신,42.6
2025,10,FC,종신,일반종신,14.9
2025,10,GA,건강,순수형,10.0
2025,10,GA,건강,특화형,1.5
2025,10,GA,건강,환급형,7.0
2025,10,GA,연금저축,연금/저축,2.1
2025,10,GA,종신,목적종신,9.1
2025,10,GA,종신,일반종신,3.2
2025,10,GFC,건강,순수형,9.3
2025,10,GFC,건강,특화형,1.4
2025,10,GFC,건강,환급형,6.6
2025,10,GFC,연금저축,연금/저축,2.1
2025,10,GFC,종신,목적종신,8.5
2025,10,GFC,종신,일반종신,3.0
2025,10,금융서비스,건강,순수형,2.0
2025,10,금융서비스,건강,특화형,0.3
2025,10,금융서비스,건강,환급형,1.4
2025,10,금융서비스,연금저축,연금/저축,2.1
2025,10,금융서비스,종신,목적종신,1.8
2025,10,금융서비스,종신,일반종신,0.6
2025,10,디지털,건강,순수형,0.4
2025,10,디지털,건강,특화형,0.1
2025,10,디지털,건강,환급형,0.2
2025,10,디지털,연금저축,연금/저축,5.2
2025,10,디지털,종신,목적종신,0.3
2025,10,디지털,종신,일반종신,0.1
2025,10,신채널,건강,순수형,0.9
2025,10,신채널,건강,특화형,0.1
2025,10,신채널,건강,환급형,0.7
2025,10,신채널,연금저축,연금/저축,0.9
2025,10,신채널,종신,목적종신,1.0
2025,10,신채널,종신,일반종신,0.4
2025,11,AFC,건강,순수형,1.0
2025,11,AFC,건강,특화형,0.1
2025,11,AFC,건강,환급형,0.7
2025,11,AFC,연금저축,연금/저축,1.1
2025,11,AFC,종신,목적종신,0.9
2025,11,AFC,종신,일반종신,0.3
2025,11,BA,건강,순수형,0.0
2025,11,BA,건강,특화형,0.0
2025,11,BA,건강,환급형,0.0
2025,11,BA,연금저축,연금/저축,26.4
2025,11,BA,종신,목적종신,0.0
2025,11,BA,종신,일반종신,0.0
2025,11,FC,건강,순수형,48.1
2025,11,FC,건강,특화형,7.1
2025,11,FC,건강,환급형,33.8
2025,11,FC,연금저축,연금/저축,2.1
2025,11,FC,종신,목적종신,43.0
2025,11,FC,종신,일반종신,15.1
2025,11,GA,건강,순수형,10.3
2025,11,GA,건강,특화형,1.5
2025,11,GA,건강,환급형,7.2
2025,11,GA,연금저축,연금/저축,2.1
2025,11,GA,종신,목적종신,9.2
2025,11,GA,종신,일반종신,3.2
2025,11,GFC,건강,순수형,9.6
2025,11,GFC,건강,특화형,1.4
2025,11,GFC,건강,환급형,6.8
2025,11,GFC,연금저축,연금/저축,2.1
2025,11,GFC,종신,목적종신,8.6
2025,11,GFC,종신,일반종신,3.0
2025,11,금융서비스,건강,순수형,2.0
2025,11,금융서비스,건강,특화형,0.3
2025,11,금융서비스,건강,환급형,1.4
2025,11,금융서비스,연금저축,연금/저축,2.1
2025,11,금융서비스,종신,목적종신,1.8
2025,11,금융서비스,종신,일반종신,0.6
2025,11,디지털,건강,순수형,0.4
2025,11,디지털,건강,특화형,0.1
2025,11,디지털,건강,환급형,0.3
2025,11,디지털,연금저축,연금/저축,5.3
2025,11,디지털,종신,목적종신,0.3
2025,11,디지털,종신,일반종신,0.1
2025,11,신채널,건강,순수형,1.0
2025,11,신채널,건강,특화형,0.2
2025,11,신채널,건강,환급형,0.7
2025,11,신채널,연금저축,연금/저축,1.0
2025,11,신채널,종신,목적종신,1.0
2025,11,신채널,종신,일반종신,0.4
2025,12,AFC,건강,순수형,1.1
2025,12,AFC,건강,특화형,0.2
2025,12,AFC,건강,환급형,0.7
2025,12,AFC,연금저축,연금/저축,1.1
2025,12,AFC,종신,목적종신,0.9
2025,12,AFC,종신,일반종신,0.3
2025,12,BA,건강,순수형,0.0
2025,12,BA,건강,특화형,0.0
2025,12,BA,건강,환급형,0.0
2025,12,BA,연금저축,연금/저축,27.2
2025,12,BA,종신,목적종신,0.0
2025,12,BA,종신,일반종신,0.0
2025,12,FC,건강,순수형,49.9
2025,12,FC,건강,특화형,7.4
2025,12,FC,건강,환급형,35.1
2025,12,FC,연금저축,연금/저축,2.2
2025,12,FC,종신,목적종신,43.8
2025,12,FC,종신,일반종신,15.3
2025,12,GA,건강,순수형,10.7
2025,12,GA,건강,특화형,1.6
2025,12,GA,건강,환급형,7.5
2025,12,GA,연금저축,연금/저축,2.2
2025,12,GA,종신,목적종신,9.4
2025,12,GA,종신,일반종신,3.3
2025,12,GFC,건강,순수형,10.0
2025,12,GFC,건강,특화형,1.5
2025,12,GFC,건강,환급형,7.0
2025,12,GFC,연금저축,연금/저축,2.2
2025,12,GFC,종신,목적종신,8.8
2025,12,GFC,종신,일반종신,3.1
2025,12,금융서비스,건강,순수형,2.1
2025,12,금융서비스,건강,특화형,0.3
2025,12,금융서비스,건강,환급형,1.5
2025,12,금융서비스,연금저축,연금/저축,2.2
2025,12,금융서비스,종신,목적종신,1.8
2025,12,금융서비스,종신,일반종신,0.6
2025,12,디지털,건강,순수형,0.4
2025,12,디지털,건강,특화형,0.1
2025,12,디지털,건강,환급형,0.3
2025,12,디지털,연금저축,연금/저축,5.4
2025,12,디지털,종신,목적종신,0.3
2025,12,디지털,종신,일반종신,0.1
2025,12,신채널,건강,순수형,1.0
2025,12,신채널,건강,특화형,0.1
2025,12,신채널,건강,환급형,0.8
2025,12,신채널,연금저축,연금/저축,1.0
2025,12,신채널,종신,목적종신,0.9
2025,12,신채널,종신,일반종신,0.4
2026,01,AFC,건강,순수형,1.0
2026,01,AFC,건강,특화형,0.1
2026,01,AFC,건강,환급형,0.7
2026,01,AFC,연금저축,연금/저축,1.0
2026,01,AFC,종신,목적종신,0.9
2026,01,AFC,종신,일반종신,0.3
2026,01,BA,건강,순수형,0.0
2026,01,BA,건강,특화형,0.0
2026,01,BA,건강,환급형,0.0
2026,01,BA,연금저축,연금/저축,24.6
2026,01,BA,종신,목적종신,0.0
2026,01,BA,종신,일반종신,0.0
2026,01,FC,건강,순수형,45.5
2026,01,FC,건강,특화형,6.7
2026,01,FC,건강,환급형,32.0
2026,01,FC,연금저축,연금/저축,2.0
2026,01,FC,종신,목적종신,41.6
2026,01,FC,종신,일반종신,14.6
2026,01,GA,건강,순수형,9.7
2026,01,GA,건강,특화형,1.4
2026,01,GA,건강,환급형,6.8
2026,01,GA,연금저축,연금/저축,2.0
2026,01,GA,종신,목적종신,8.9
2026,01,GA,종신,일반종신,3.1
2026,01,GFC,건강,순수형,9.1
2026,01,GFC,건강,특화형,1.3
2026,01,GFC,건강,환급형,6.4
2026,01,GFC,연금저축,연금/저축,2.0
2026,01,GFC,종신,목적종신,8.3
2026,01,GFC,종신,일반종신,2.9
2026,01,금융서비스,건강,순수형,1.9
2026,01,금융서비스,건강,특화형,0.3
2026,01,금융서비스,건강,환급형,1.3
2026,01,금융서비스,연금저축,연금/저축,2.0
2026,01,금융서비스,종신,목적종신,1.8
2026,01,금융서비스,종신,일반종신,0.6
2026,01,디지털,건강,순수형,0.3
2026,01,디지털,건강,특화형,0.1
2026,01,디지털,건강,환급형,0.2
2026,01,디지털,연금저축,연금/저축,4.9
2026,01,디지털,종신,목적종신,0.3
2026,01,디지털,종신,일반종신,0.1
2026,01,신채널,건강,순수형,1.0
2026,01,신채널,건강,특화형,0.2
2026,01,신채널,건강,환급형,0.8
2026,01,신채널,연금저축,연금/저축,0.8
2026,01,신채널,종신,목적종신,0.8
2026,01,신채널,종신,일반종신,0.4
2026,02,AFC,건강,순수형,0.9
2026,02,AFC,건강,특화형,0.1
2026,02,AFC,건강,환급형,0.6
2026,02,AFC,연금저축,연금/저축,0.9
2026,02,AFC,종신,목적종신,0.8
2026,02,AFC,종신,일반종신,0.3
2026,02,BA,건강,순수형,0.0
2026,02,BA,건강,특화형,0.0
2026,02,BA,건강,환급형,0.0
2026,02,BA,연금저축,연금/저축,23.4
2026,02,BA,종신,목적종신,0.0
2026,02,BA,종신,일반종신,0.0
2026,02,FC,건강,순수형,43.7
2026,02,FC,건강,특화형,6.5
2026,02,FC,건강,환급형,30.7
2026,02,FC,연금저축,연금/저축,1.9
2026,02,FC,종신,목적종신,39.1
2026,02,FC,종신,일반종신,13.7
2026,02,GA,건강,순수형,9.3
2026,02,GA,건강,특화형,1.4
2026,02,GA,건강,환급형,6.6
2026,02,GA,연금저축,연금/저축,1.9
2026,02,GA,종신,목적종신,8.4
2026,02,GA,종신,일반종신,2.9
2026,02,GFC,건강,순수형,8.8
2026,02,GFC,건강,특화형,1.3
2026,02,GFC,건강,환급형,6.2
2026,02,GFC,연금저축,연금/저축,1.9
2026,02,GFC,종신,목적종신,7.8
2026,02,GFC,종신,일반종신,2.8
2026,02,금융서비스,건강,순수형,1.8
2026,02,금융서비스,건강,특화형,0.3
2026,02,금융서비스,건강,환급형,1.3
2026,02,금융서비스,연금저축,연금/저축,1.9
2026,02,금융서비스,종신,목적종신,1.6
2026,02,금융서비스,종신,일반종신,0.6
2026,02,디지털,건강,순수형,0.3
2026,02,디지털,건강,특화형,0.0
2026,02,디지털,건강,환급형,0.2
2026,02,디지털,연금저축,연금/저축,4.7
2026,02,디지털,종신,목적종신,0.3
2026,02,디지털,종신,일반종신,0.1
2026,02,신채널,건강,순수형,1.0
2026,02,신채널,건강,특화형,0.2
2026,02,신채널,건강,환급형,0.7
2026,02,신채널,연금저축,연금/저축,0.9
2026,02,신채널,종신,목적종신,0.9
2026,02,신채널,종신,일반종신,0.3
2026,03,AFC,건강,순수형,1.0
2026,03,AFC,건강,특화형,0.2
2026,03,AFC,건강,환급형,0.7
2026,03,AFC,연금저축,연금/저축,1.0
2026,03,AFC,종신,목적종신,0.9
2026,03,AFC,종신,일반종신,0.3
2026,03,BA,건강,순수형,0.0
2026,03,BA,건강,특화형,0.0
2026,03,BA,건강,환급형,0.0
2026,03,BA,연금저축,연금/저축,25.8
2026,03,BA,종신,목적종신,0.0
2026,03,BA,종신,일반종신,0.0
2026,03,FC,건강,순수형,48.5
2026,03,FC,건강,특화형,7.2
2026,03,FC,건강,환급형,34.1
2026,03,FC,연금저축,연금/저축,2.1
2026,03,FC,종신,목적종신,42.4
2026,03,FC,종신,일반종신,14.9
2026,03,GA,건강,순수형,10.4
2026,03,GA,건강,특화형,1.5
2026,03,GA,건강,환급형,7.3
2026,03,GA,연금저축,연금/저축,2.1
2026,03,GA,종신,목적종신,9.1
2026,03,GA,종신,일반종신,3.2
2026,03,GFC,건강,순수형,9.7
2026,03,GFC,건강,특화형,1.4
2026,03,GFC,건강,환급형,6.8
2026,03,GFC,연금저축,연금/저축,2.1
2026,03,GFC,종신,목적종신,8.5
2026,03,GFC,종신,일반종신,3.0
2026,03,금융서비스,건강,순수형,2.0
2026,03,금융서비스,건강,특화형,0.3
2026,03,금융서비스,건강,환급형,1.4
2026,03,금융서비스,연금저축,연금/저축,2.1
2026,03,금융서비스,종신,목적종신,1.8
2026,03,금융서비스,종신,일반종신,0.6
2026,03,디지털,건강,순수형,0.4
2026,03,디지털,건강,특화형,0.1
2026,03,디지털,건강,환급형,0.3
2026,03,디지털,연금저축,연금/저축,5.2
2026,03,디지털,종신,목적종신,0.3
2026,03,디지털,종신,일반종신,0.1
2026,03,신채널,건강,순수형,1.0
2026,03,신채널,건강,특화형,0.1
2026,03,신채널,건강,환급형,0.7
2026,03,신채널,연금저축,연금/저축,0.8
2026,03,신채널,종신,목적종신,0.9
2026,03,신채널,종신,일반종신,0.4
2026,04,AFC,건강,순수형,1.0
2026,04,AFC,건강,특화형,0.1
2026,04,AFC,건강,환급형,0.7
2026,04,AFC,연금저축,연금/저축,1.0
2026,04,AFC,종신,목적종신,0.9
2026,04,AFC,종신,일반종신,0.3
2026,04,BA,건강,순수형,0.0
2026,04,BA,건강,특화형,0.0
2026,04,BA,건강,환급형,0.0
2026,04,BA,연금저축,연금/저축,25.9
2026,04,BA,종신,목적종신,0.0
2026,04,BA,종신,일반종신,0.0
2026,04,FC,건강,순수형,47.0
2026,04,FC,건강,특화형,7.0
2026,04,FC,건강,환급형,33.1
2026,04,FC,연금저축,연금/저축,2.1
2026,04,FC,종신,목적종신,44.8
2026,04,FC,종신,일반종신,15.7
2026,04,GA,건강,순수형,10.1
2026,04,GA,건강,특화형,1.5
2026,04,GA,건강,환급형,7.1
2026,04,GA,연금저축,연금/저축,2.1
2026,04,GA,종신,목적종신,9.6
2026,04,GA,종신,일반종신,3.4
2026,04,GFC,건강,순수형,9.4
2026,04,GFC,건강,특화형,1.4
2026,04,GFC,건강,환급형,6.6
2026,04,GFC,연금저축,연금/저축,2.1
2026,04,GFC,종신,목적종신,9.0
2026,04,GFC,종신,일반종신,3.2
2026,04,금융서비스,건강,순수형,2.0
2026,04,금융서비스,건강,특화형,0.3
2026,04,금융서비스,건강,환급형,1.4
2026,04,금융서비스,연금저축,연금/저축,2.1
2026,04,금융서비스,종신,목적종신,1.9
2026,04,금융서비스,종신,일반종신,0.7
2026,04,디지털,건강,순수형,0.4
2026,04,디지털,건강,특화형,0.1
2026,04,디지털,건강,환급형,0.2
2026,04,디지털,연금저축,연금/저축,5.2
2026,04,디지털,종신,목적종신,0.3
2026,04,디지털,종신,일반종신,0.1
2026,04,신채널,건강,순수형,0.9
2026,04,신채널,건강,특화형,0.1
2026,04,신채널,건강,환급형,0.8
2026,04,신채널,연금저축,연금/저축,0.9
2026,04,신채널,종신,목적종신,0.9
2026,04,신채널,종신,일반종신,0.3
2026,05,AFC,건강,순수형,1.0
2026,05,AFC,건강,특화형,0.1
2026,05,AFC,건강,환급형,0.7
2026,05,AFC,연금저축,연금/저축,1.0
2026,05,AFC,종신,목적종신,0.9
2026,05,AFC,종신,일반종신,0.3
2026,05,BA,건강,순수형,0.0
2026,05,BA,건강,특화형,0.0
2026,05,BA,건강,환급형,0.0
2026,05,BA,연금저축,연금/저축,25.4
2026,05,BA,종신,목적종신,0.0
2026,05,BA,종신,일반종신,0.0
2026,05,FC,건강,순수형,46.5
2026,05,FC,건강,특화형,6.9
2026,05,FC,건강,환급형,32.8
2026,05,FC,연금저축,연금/저축,2.0
2026,05,FC,종신,목적종신,43.5
2026,05,FC,종신,일반종신,15.3
2026,05,GA,건강,순수형,10.0
2026,05,GA,건강,특화형,1.5
2026,05,GA,건강,환급형,7.0
2026,05,GA,연금저축,연금/저축,2.0
2026,05,GA,종신,목적종신,9.3
2026,05,GA,종신,일반종신,3.3
2026,05,GFC,건강,순수형,9.3
2026,05,GFC,건강,특화형,1.4
2026,05,GFC,건강,환급형,6.6
2026,05,GFC,연금저축,연금/저축,2.0
2026,05,GFC,종신,목적종신,8.7
2026,05,GFC,종신,일반종신,3.1
2026,05,금융서비스,건강,순수형,2.0
2026,05,금융서비스,건강,특화형,0.3
2026,05,금융서비스,건강,환급형,1.4
2026,05,금융서비스,연금저축,연금/저축,2.0
2026,05,금융서비스,종신,목적종신,1.8
2026,05,금융서비스,종신,일반종신,0.6
2026,05,디지털,건강,순수형,0.4
2026,05,디지털,건강,특화형,0.1
2026,05,디지털,건강,환급형,0.2
2026,05,디지털,연금저축,연금/저축,5.1
2026,05,디지털,종신,목적종신,0.3
2026,05,디지털,종신,일반종신,0.1
2026,05,신채널,건강,순수형,0.9
2026,05,신채널,건강,특화형,0.1
2026,05,신채널,건강,환급형,0.7
2026,05,신채널,연금저축,연금/저축,1.1
2026,05,신채널,종신,목적종신,1.0
2026,05,신채널,종신,일반종신,0.3
